newsgroup_a,newsgroup_b,messages_a,messages_b,cosine_similarity
no.alt.sjokolade,no.uninett.drift,580,110,0.53136045
no.folklore.edb,no.reiser,153,1987,0.5313593
no.alt.katter,no.org.isoc-no,1932,46,0.53129333
no.alt.mat,no.marked.bil,3909,1599,0.5312654
no.org.dnd,no.prat.seksualitet,73,3616,0.5312366
no.biz.annonser,no.svar,3658,207,0.53109604
no.alt.sjokolade,no.tele,580,5701,0.530698
no.eunet.diverse,no.tex,169,225,0.5306746
no.org.decus,no.sport.diverse,25,6331,0.5306308
no.alt.gullkorn,no.sport.volleyball,7,156,0.5305176
no.marked.bil,no.telepost,1599,948,0.530471
no.reiser,no.tungregning,1987,92,0.530345
no.alt.sjokolade,no.vr,580,144,0.53022087
no.org.nobug.diverse,no.sport.volleyball,119,156,0.5301875
no.svar,no.vit.diverse,207,622,0.53016174
no.alt.sjokolade,no.folklore.generelt,580,15,0.5301216
no.norsk,no.org.decus,17383,25,0.5301162
no.alt.pompel-og-pilt,no.uninett.fik,367,49,0.53010565
no.alt.katter,no.video,1932,510,0.5300388
no.multimedia,no.uninett.fik,2273,49,0.5298591
no.alkohol,no.x,3468,390,0.529787
no.nuug,no.tex,107,225,0.52974
no.it.os.os2,no.medisin,696,1490,0.5296191
no.biz.nettilbydere,no.marked.bil,824,1599,0.52950794
no.sources.list,no.video,77,510,0.5294576
no.amiga,no.marked.bil,3265,1599,0.52945185
no.speider,no.tex,1463,225,0.52939665
no.bil,no.kryptografi,6651,537,0.529295
no.perl,no.svar,1087,207,0.5292906
no.alt.arkiv,no.news.diverse,1984,9287,0.5291706
no.alt.motorsykler,no.folklore.overtro,42775,11,0.5290467
no.folklore.generelt,no.it.emacs,15,1054,0.5290441
no.psykologi,no.reiser,1754,1987,0.5289962
no.org.dnd,no.sport.diverse,73,6331,0.52897376
no.tex,no.uninett.diverse,225,207,0.5289464
no.amiga,no.religion,3265,20428,0.52890766
no.alt.mat,no.marked.jobb,3909,3836,0.5288892
no.spill.sjakk,no.student.nett,270,418,0.52888334
no.alt.diskusjoner,no.folklore.overtro,15893,11,0.5288686
no.amiga,no.folklore.generelt,3265,15,0.5288422
no.reiser,no.slekt.programmer,1987,459,0.5287601
no.alt.mat.drikke,no.org.decus,758,25,0.52874047
no.alt.katter,no.linux,1932,16315,0.52871656
no.folklore.generelt,no.sykkel,15,3996,0.5285454
no.org.nobug.diverse,no.prat.seksualitet,119,3616,0.5285225
no.bibsys,no.marked.bil,98,1599,0.5284329
no.biz.annonser.data,no.reiser,1311,1987,0.5283183
no.alt.mat.drikke,no.uninett.katalog,758,32,0.52827907
no.prat.seksualitet,no.spill.sjakk,3616,270,0.5279729
no.net,no.spill.sjakk,2082,270,0.52795726
no.marked.jobb,no.vit.diverse,3836,622,0.52788806
no.pc,no.religion,25734,20428,0.5278654
no.speider,no.spill.sjakk,1463,270,0.527829
no.folklore.generelt,no.slekt.etterlysning,15,3114,0.5278116
no.audio,no.sport.volleyball,10340,156,0.52780265
no.mswindow,no.sport.orientering,772,63,0.52767324
no.uninett.fik,no.www,49,3436,0.52763885
no.linux,no.prat.narkotika,16315,2474,0.5274475
no.alt.fan.de-lillos,no.mswindow,244,772,0.52742016
no.alt.arkiv,no.media,1984,123,0.5274117
no.marked.data,no.sport.diverse,22621,6331,0.52737224
no.havforskning,no.spill.sjakk,516,270,0.52728575
no.marked.bolig,no.spill,741,12310,0.52728343
no.alt.gullkorn,no.tex,7,225,0.5272147
no.musikk,no.org.dnd,27521,73,0.52690756
no.psykologi,no.x,1754,390,0.526882
no.marked.jobb,no.perl,3836,1087,0.52681947
no.alt.flame,no.tungregning,19929,92,0.5267178
no.org.decus,no.sources.list,25,77,0.526699
no.bibsys,no.sources.list,98,77,0.5266736
no.it.emacs,no.marked.jobb,1054,3836,0.5265912
no.general,no.marked.bil,76902,1599,0.52638054
no.jus,no.uninett.fik,8006,49,0.52635896
no.marked.data,no.reiser,22621,1987,0.5263227
no.marked.bolig,no.test,741,3374,0.52627116
no.alkohol,no.marked.bolig,3468,741,0.5262277
no.marked.jobb,no.prat.seksualitet,3836,3616,0.52617985
no.folklore.generelt,no.lisp,15,504,0.52607167
no.prat.ufo,no.x,762,390,0.5260675
no.marked,no.psykologi,26848,1754,0.5260427
no.embnet,no.marked.bil,398,1599,0.52602684
no.musikk.gitar,no.org.dnd,2387,73,0.52590895
no.perl,no.prat.politikk,1087,3672,0.525824
no.alt.gullkorn,no.spill.sjakk,7,270,0.5257314
no.spill,no.tex,12310,225,0.5257145
no.biz.annonser,no.spill.sjakk,3658,270,0.52569133
no.folklore.overtro,no.musikk.gitar,11,2387,0.5254774
no.marked,no.sport.volleyball,26848,156,0.52547395
no.reiser,no.sport.volleyball,1987,156,0.5254736
no.alt.katter,no.biz.annonser,1932,3658,0.5254288
no.alt.arkiv,no.test,1984,3374,0.52536917
no.prat.narkotika,no.tungregning,2474,92,0.52533054
no.alt.mat,no.org.nobug.diverse,3909,119,0.5249149
no.alkohol,no.org.dnd,3468,73,0.52486974
no.slekt.programmer,no.spill.sjakk,459,270,0.52486444
no.news.drift,no.spill.sjakk,571,270,0.5245727
no.c,no.sources.list,2562,77,0.5245381
no.slekt.etterlysning,no.uninett.drift,3114,110,0.5243036
no.slekt,no.spill.sjakk,8269,270,0.5242852
no.alt.mat,no.marked.data,3909,22621,0.5242191
no.alt.arkiv,no.biz.nettilbydere,1984,824,0.524118
no.folklore.generelt,no.slekt.programmer,15,459,0.52402365
no.alkohol,no.marked.jobb,3468,3836,0.52393085
no.sources.list,no.x,77,390,0.52390116
no.biz.annonser.data,no.musikk.klassisk,1311,288,0.52381754
no.sport.volleyball,no.tegnsett,156,416,0.5237995
no.alt.arkiv,no.alt.radio-tv.irma-1000,1984,236,0.52376723
no.ef,no.mswindow,1368,772,0.5236596
no.marked,no.perl,26848,1087,0.5236587
no.spill.sjakk,no.standard,270,98,0.5236585
no.alt.mat.drikke,no.it.os.os2,758,696,0.5235452
no.alt.flame,no.org.dnd,19929,73,0.5235084
no.marked,no.prat.ufo,26848,762,0.5234467
no.folklore.generelt,no.sport.diverse,15,6331,0.5234197
no.prat.narkotika,no.uninett.katalog,2474,32,0.5232052
no.alt.mat,no.tungregning,3909,92,0.523191
no.lisp,no.sport.fotball,504,2324,0.5231599
no.bil,no.folklore.generelt,6651,15,0.5231146
no.film,no.uninett.katalog,12505,32,0.52301526
no.sources.list,no.www,77,3436,0.5227405
no.alt.arkiv,no.kryptografi,1984,537,0.52269095
no.alt.gullkorn,no.marked.jobb,7,3836,0.5226494
no.org.isoc-no,no.perl,46,1087,0.52255106
no.it.os.os2,no.sport.diverse,696,6331,0.5225016
no.marked.bil,no.radio-tv,1599,4392,0.52248603
no.marked.bil,no.uninett.hjelp,1599,78,0.5224272
no.alt.amiga,no.psykologi,775,1754,0.52233696
no.folklore.overtro,no.vr,11,144,0.5222782
no.folklore.generelt,no.marked.bolig,15,741,0.5221648
no.alkohol,no.marked.bil,3468,1599,0.52201533
no.ms-windows,no.prat.aksjer,8305,937,0.52194345
no.linux,no.reiser,16315,1987,0.52192116
no.musikk,no.spill.sjakk,27521,270,0.52182657
no.marked.bolig,no.radio-tv,741,4392,0.5217158
no.alt.arkiv,no.uninett.katalog,1984,32,0.5217123
no.alt.katter,no.sport.fotball,1932,2324,0.52164614
no.org.nobug.diverse,no.psykologi,119,1754,0.5216449
no.audio,no.marked.bolig,10340,741,0.52155226
no.alt.flame,no.sport.orientering,19929,63,0.52154255
no.alt.arkiv,no.spill,1984,12310,0.52147293
no.prat.aksjer,no.sport.volleyball,937,156,0.52143556
no.alt.fan.de-lillos,no.sources.list,244,77,0.521374
no.radio-tv,no.sources.list,4392,77,0.52130675
no.alt.amiga,no.alt.flame,775,19929,0.5212709
no.folklore.overtro,no.reiser,11,1987,0.5212263
no.linux,no.religion,16315,20428,0.521225
no.bil,no.slekt.etterlysning,6651,3114,0.5211534
no.it.os.os2,no.prat.ufo,696,762,0.52104867
no.sources.list,no.student.samfund,77,234,0.52101076
no.sport.volleyball,no.tungregning,156,92,0.52093565
no.marked.bolig,no.uninett.drift,741,110,0.52090776
no.folklore.generelt,no.kryptografi,15,537,0.5209007
no.pc,no.slekt.etterlysning,25734,3114,0.5207993
no.sport.fotball,no.uninett.drift,2324,110,0.5207448
no.folklore.edb,no.sport.volleyball,153,156,0.5207171
no.biz.annonser,no.prat.ufo,3658,762,0.52063316
no.alt.sjokolade,no.mac,580,22107,0.52061856
no.mswindow,no.pressemeldinger.diskusjon,772,42,0.52056056
no.amiga,no.sport.volleyball,3265,156,0.5205537
no.bil,no.marked.bolig,6651,741,0.5205524
no.it.emacs,no.marked.data,1054,22621,0.5204524
no.c,no.sport.fotball,2562,2324,0.5204448
no.religion,no.svar,20428,207,0.52044046
no.alt.katter,no.kryptografi,1932,537,0.5204038
no.ms-windows,no.stortinget,8305,2563,0.5203715
no.marked.bolig,no.radio_tv,741,1682,0.52035636
no.alt.flame,no.reiser,19929,1987,0.52034366
no.alt.amiga,no.svar,775,207,0.5203246
no.eunet.drift,no.marked.bolig,405,741,0.52022076
no.alt.sjokolade,no.it.emacs,580,1054,0.52017725
no.religion,no.sykkel,20428,3996,0.5201286
no.biz.annonser.data,no.it.emacs,1311,1054,0.5201087
no.pressemeldinger,no.tele,62,5701,0.5200709
no.marked.bil,no.radio_tv,1599,1682,0.52002895
no.ef,no.spill.sjakk,1368,270,0.5200155
no.alt.config,no.marked.bil,625,1599,0.5199105
no.perl,no.stortinget,1087,2563,0.5198982
no.audio,no.slekt.etterlysning,10340,3114,0.5198617
no.bolig,no.mswindow,1148,772,0.51971155
no.folklore.edb,no.sport.fotball,153,2324,0.5196704
no.litteratur,no.pressemeldinger,3989,62,0.51944846
no.alkohol,no.marked.data,3468,22621,0.51920277
no.marked.jobb,no.sport.diverse,3836,6331,0.51901686
no.alt.radio-tv.irma-1000,no.tex,236,225,0.51900315
no.it.emacs,no.reiser,1054,1987,0.51894665
no.sport.volleyball,no.vr,156,144,0.51892895
no.alt.diskusjoner,no.uninett.fik,15893,49,0.5188976
no.bibsys,no.spill.sjakk,98,270,0.5186842
no.marked.bolig,no.video,741,510,0.5186189
no.alt.flame,no.biz.annonser,19929,3658,0.51855165
no.alt.diskusjoner,no.biz.annonser.data,15893,1311,0.5185227
no.folklore.generelt,no.prat.aksjer,15,937,0.51850605
no.marked.bil,no.standard,1599,98,0.51849556
no.hobby.diverse,no.pressemeldinger,482,62,0.51848483
no.alt.gledesutbrudd,no.sources.list,11406,77,0.51845425
no.eunet.hjelp,no.slekt.etterlysning,601,3114,0.5183919
no.pressemeldinger,no.religion,62,20428,0.5183862
no.org.nobug.diverse,no.prat.ufo,119,762,0.51831925
no.it.emacs,no.sources.list,1054,77,0.5182027
no.alt.fan.de-lillos,no.folklore.overtro,244,11,0.5180682
no.musikk.klassisk,no.org.decus,288,25,0.5180077
no.alt.gledesutbrudd,no.uninett.fik,11406,49,0.5177579
no.biz.annonser.data,no.vit.diverse,1311,622,0.5175071
no.sykkel,no.x,3996,390,0.517465
no.alt.amiga,no.sport.volleyball,775,156,0.5174063
no.marked,no.spill.sjakk,26848,270,0.5172707
no.bil,no.marked.jobb,6651,3836,0.51724404
no.spill.sjakk,no.vit.diverse,270,622,0.5172342
no.spill.rollespill,no.svar,1017,207,0.51721025
no.ai,no.slekt.etterlysning,332,3114,0.5171938
no.general,no.sources.list,76902,77,0.51711506
no.slekt.etterlysning,no.test,3114,3374,0.5170592
no.radio_tv,no.tex,1682,225,0.5170253
no.marked.data,no.uninett.katalog,22621,32,0.5170197
no.alt.arkiv,no.alt.pompelog,1984,287,0.5170157
no.bil,no.pressemeldinger,6651,62,0.51699287
no.marked.bolig,no.sykkel,741,3996,0.5169623
no.biz.annonser.data,no.medisin,1311,1490,0.51688176
no.marked.diskusjon,no.sources.list,76,77,0.5168495
no.alt.amiga,no.alt.sjokolade,775,580,0.5168182
no.bolig,no.pressemeldinger,1148,62,0.5167327
no.alt.fan.de-lillos,no.tex,244,225,0.5166451
no.marked.bolig,no.medisin,741,1490,0.5163571
no.alt.radio_tv.irma1000,no.tex,417,225,0.51631105
no.alt.god.jul,no.spill.sjakk,750,270,0.5162961
no.folklore.overtro,no.vit.diverse,11,622,0.5162807
no.org.decus,no.psykologi,25,1754,0.51623577
no.sport.fotball,no.video,2324,510,0.51614743
no.speider,no.uninett.fik,1463,49,0.5161016
no.alt.fan.de-lillos,no.spill.sjakk,244,270,0.51608884
no.alt.flame,no.tele,19929,5701,0.5160456
no.film,no.mswindow,12505,772,0.51604474
no.marked.bolig,no.www,741,3436,0.51597863
no.alt.katter,no.x,1932,390,0.5158885
no.alt.amiga,no.prat.narkotika,775,2474,0.51574373
no.alt.flame,no.marked,19929,26848,0.5157031
no.mswindow,no.norsk,772,17383,0.5156683
no.marked.bolig,no.typografi,741,303,0.5156102
no.alt.sjokolade,no.eunet.hjelp,580,601,0.5155931
no.spill.sjakk,no.uninett.hjelp,270,78,0.5154868
no.sport.fotball,no.tele,2324,5701,0.5154318
no.religion,no.sport.orientering,20428,63,0.5154111
no.org.dnd,no.pressemeldinger,73,62,0.51529735
no.biz.annonser,no.psykologi,3658,1754,0.51529586
no.mail.diverse,no.spill.sjakk,1978,270,0.5152795
no.ef,no.marked.bil,1368,1599,0.5152788
no.it.emacs,no.slekt.etterlysning,1054,3114,0.5151506
no.alt.irc-treff,no.uninett.fik,1017,49,0.5151408
no.alt.mat.drikke,no.ms-windows,758,8305,0.5149423
no.religion,no.video,20428,510,0.51488465
no.alt.arkiv,no.typografi,1984,303,0.5148005
no.mac,no.marked.bil,22107,1599,0.51473874
no.marked.jobb,no.psykologi,3836,1754,0.51462734
no.marked.jobb,no.svar,3836,207,0.5145511
no.jus,no.spill.sjakk,8006,270,0.5144939
no.radio_tv,no.uninett.fik,1682,49,0.51429534
no.marked.bolig,no.norsk,741,17383,0.51423717
no.skole.diverse,no.spill.sjakk,566,270,0.51400524
no.sport.orientering,no.x,63,390,0.5139882
no.folklore.overtro,no.tegnsett,11,416,0.5139407
no.folklore.overtro,no.mac,11,22107,0.5137648
no.alt.sjokolade,no.pc,580,25734,0.5136489
no.marked.data,no.perl,22621,1087,0.51359063
no.marked.bil,no.musikk.klassisk,1599,288,0.51332104
no.irc,no.tex,6511,225,0.51330787
no.ms-windows,no.sport.diverse,8305,6331,0.51326734
no.org.isoc-no,no.sport.volleyball,46,156,0.5130997
no.kryptografi,no.musikk.klassisk,537,288,0.5130077
no.spill.sjakk,no.telepost,270,948,0.5128737
no.alt.irctreff,no.sources.list,493,77,0.51286626
no.alt.katter,no.org.decus,1932,25,0.51274574
no.eunet.hjelp,no.sport.fotball,601,2324,0.5126515
no.c,no.slekt.etterlysning,2562,3114,0.51260865
no.prat.aksjer,no.x,937,390,0.5124705
no.elektronikk,no.pressemeldinger,3838,62,0.51243186
no.alt.flame,no.it.os.os2,19929,696,0.512383
no.alkohol,no.folklore.overtro,3468,11,0.51233864
no.alt.fan.de-lillos,no.svar,244,207,0.51224434
no.linux,no.slekt.etterlysning,16315,3114,0.51212466
no.alt.fan.de-lillos,no.pressemeldinger,244,62,0.5120101
no.alt.arkiv,no.elektronikk,1984,3838,0.5119988
no.org.nobug.diverse,no.reiser,119,1987,0.5119676
no.org.isoc-no,no.reiser,46,1987,0.51195204
no.alkohol,no.svar,3468,207,0.51184577
no.prat.ufo,no.svar,762,207,0.51180136
no.marked.data,no.stortinget,22621,2563,0.511747
no.ms-windows,no.prat.politikk,8305,3672,0.51171654
no.radio-tv,no.spill.sjakk,4392,270,0.5116861
no.radio-tv,no.tex,4392,225,0.5115988
no.alt.flame,no.x,19929,390,0.5115824
no.alt.mat,no.uninett.katalog,3909,32,0.5115721
no.bolig,no.perl,1148,1087,0.5115199
no.musikk.klassisk,no.sport.volleyball,288,156,0.5113803
no.sport.fotball,no.unix,2324,3935,0.5113492
no.spill.sjakk,no.student.samfund,270,234,0.5112167
no.marked.bolig,no.prat.seksualitet,741,3616,0.51100266
no.pc,no.spill.sjakk,25734,270,0.51095665
no.org.dnd,no.prat.aksjer,73,937,0.5108486
no.norsk.fagord,no.pressemeldinger,310,62,0.5105201
no.marked,no.sport.fotball,26848,2324,0.5105049
no.alt.pompelog,no.uninett.fik,287,49,0.5105009
no.kryptografi,no.sport.orientering,537,63,0.51044136
no.alt.diskusjoner,no.mswindow,15893,772,0.510387
no.typografi,no.uninett.fik,303,49,0.51038307
no.alt.flame,no.org.nobug.diverse,19929,119,0.5103047
no.tex,no.video,225,510,0.5102838
no.alt.sjokolade,no.slekt.etterlysning,580,3114,0.5102805
no.org.decus,no.perl,25,1087,0.51022685
no.pc,no.sport.volleyball,25734,156,0.5102014
no.marked.bolig,no.pc,741,25734,0.5100706
no.alt.sjokolade,no.marked.data,580,22621,0.5100186
no.folklore.overtro,no.spill,11,12310,0.509961
no.alt.irctreff,no.tex,493,225,0.50991124
no.tele,no.tex,5701,225,0.5098803
no.folklore.overtro,no.prat.seksualitet,11,3616,0.509628
no.alt.god.jul,no.sources.list,750,77,0.50951123
no.marked.bil,no.nuug,1599,107,0.50948346
no.alt.amiga,no.alt.katter,775,1932,0.5094779
no.alt.arkiv,no.alt.pompel-og-pilt,1984,367,0.5094179
no.c,no.spill.sjakk,2562,270,0.50940645
no.eunet.hjelp,no.marked.bolig,601,741,0.5093468
no.alt.amiga,no.slekt.etterlysning,775,3114,0.50934196
no.folklore.overtro,no.radio_tv,11,1682,0.50907785
no.marked.bil,no.stortinget,1599,2563,0.50897586
no.alt.diskusjoner,no.tex,15893,225,0.50895107
no.alt.flame,no.org.decus,19929,25,0.5089148
no.biz.nettilbydere,no.sources.list,824,77,0.50891465
no.alt.arkiv,no.bibsys,1984,98,0.50891256
no.org.dnd,no.reiser,73,1987,0.5085758
no.marked.bolig,no.svar,741,207,0.5085459
no.perl,no.sport.diverse,1087,6331,0.50842744
no.alkohol,no.ms-windows,3468,8305,0.5083736
no.alt.arkiv,no.marked.data,1984,22621,0.50814044
no.musikk.klassisk,no.spill.sjakk,288,270,0.5080984
no.mac,no.religion,22107,20428,0.5079037
no.alt.sjokolade,no.sport.volleyball,580,156,0.5078546
no.sport.diverse,no.x,6331,390,0.50782853
no.elektronikk,no.spill.sjakk,3838,270,0.50782317
no.alt.mat,no.x,3909,390,0.5077501
no.alt.katter,no.prat.aksjer,1932,937,0.5077294
no.folklore.generelt,no.svar,15,207,0.5077075
no.musikk.gitar,no.svar,2387,207,0.50728095
no.folklore.generelt,no.org.nobug.diverse,15,119,0.50724024
no.audio,no.tex,10340,225,0.5072389
no.org.isoc-no,no.sport.fotball,46,2324,0.5072291
no.c,no.sport.volleyball,2562,156,0.5071137
no.marked.diskusjon,no.spill.sjakk,76,270,0.50707686
no.folklore.overtro,no.marked.data,11,22621,0.50706345
no.spill.rollespill,no.tex,1017,225,0.5070494
no.marked.bolig,no.org.efn.diskusjon,741,1341,0.50698644
no.folklore.edb,no.folklore.overtro,153,11,0.5068079
no.biz.annonser.data,no.sport.diverse,1311,6331,0.50677395
no.alt.frustrasjoner,no.sources.list,35424,77,0.5065872
no.marked.jobb,no.slekt.etterlysning,3836,3114,0.5065792
no.sport.orientering,no.svar,63,207,0.5063508
no.musikk.klassisk,no.perl,288,1087,0.5063025
no.folklore.overtro,no.video,11,510,0.506222
no.biz.annonser,no.prat.narkotika,3658,2474,0.50617164
no.marked.bil,no.test,1599,3374,0.5061704
no.pressemeldinger,no.test,62,3374,0.50604844
no.it.emacs,no.sport.fotball,1054,2324,0.50604343
no.sport.diverse,no.uninett.katalog,6331,32,0.50563496
no.folklore.edb,no.marked.bil,153,1599,0.5055735
no.sources.list,no.tegnsett,77,416,0.50555855
no.marked.jobb,no.sources.list,3836,77,0.5055259
no.multimedia,no.pressemeldinger,2273,62,0.5054834
no.sources.list,no.typografi,77,303,0.505479
no.sources.list,no.uninett.skole,77,829,0.50547135
no.spill,no.svar,12310,207,0.5052768
no.mswindow,no.svar,772,207,0.5052049
no.alt.motorsykler,no.svar,42775,207,0.50518185
no.marked.bil,no.org.nobug.diverse,1599,119,0.5051762
no.folklore.overtro,no.org.isoc-no,11,46,0.50509804
no.alt.god.jul,no.uninett.fik,750,49,0.5050143
no.sources.list,no.spill.sjakk,77,270,0.5050064
no.marked.bolig,no.vr,741,144,0.5049751
no.org.dnd,no.prat.narkotika,73,2474,0.5049146
no.alt.mat,no.tex,3909,225,0.5048831
no.mswindow,no.musikk,772,27521,0.5048375
no.film,no.marked.jobb,12505,3836,0.5048273
no.alt.tegneserier,no.pressemeldinger,2246,62,0.5048028
no.musikk,no.pressemeldinger,27521,62,0.5047935
no.marked.data,no.sport.orientering,22621,63,0.5047846
no.marked.bil,no.sport.orientering,1599,63,0.50437856
no.tex,no.vr,225,144,0.5043782
no.mswindow,no.vit.diverse,772,622,0.5040412
no.spill.sjakk,no.www,270,3436,0.50398386
no.folklore.generelt,no.linux,15,16315,0.5039051
no.mac,no.slekt.etterlysning,22107,3114,0.5038794
no.folklore.overtro,no.radio-tv,11,4392,0.5038685
no.musikk.klassisk,no.x,288,390,0.5038427
no.org.nobug.diverse,no.slekt.etterlysning,119,3114,0.5034187
no.org.decus,no.sykkel,25,3996,0.503412
no.pc,no.sport.fotball,25734,2324,0.5032912
no.alt.arkiv,no.alt.config,1984,625,0.50317705
no.reiser,no.religion,1987,20428,0.5031565
no.mail.diverse,no.pressemeldinger,1978,62,0.5031246
no.marked.bil,no.tungregning,1599,92,0.50299263
no.org.efn.diskusjon,no.sources.list,1341,77,0.50293654
no.amiga,no.spill.sjakk,3265,270,0.5029026
no.mswindow,no.sykkel,772,3996,0.502823
no.alt.arkiv,no.org.decus,1984,25,0.50280076
no.musikk.klassisk,no.uninett.katalog,288,32,0.50279295
no.it.os.os2,no.musikk.klassisk,696,288,0.50274813
no.biz.annonser,no.slekt.etterlysning,3658,3114,0.50264233
no.alt.mat,no.biz.annonser.data,3909,1311,0.5025041
no.spill.sjakk,no.tegnsett,270,416,0.5024315
no.pressemeldinger,no.psykologi,62,1754,0.50195956
no.alt.god.jul,no.tex,750,225,0.50163746
no.folklore.generelt,no.sport.orientering,15,63,0.5015958
no.perl,no.psykologi,1087,1754,0.5015279
no.marked.jobb,no.musikk,3836,27521,0.5013936
no.film,no.sources.list,12505,77,0.50134933
no.marked.bil,no.skole.diverse,1599,566,0.5013461
no.alt.sjokolade,no.marked.bil,580,1599,0.5012988
no.religion,no.tungregning,20428,92,0.50090283
no.biz.annonser.data,no.sport.orientering,1311,63,0.50084436
no.org.nobug.diverse,no.religion,119,20428,0.5008008
no.alt.arkiv,no.alt.gullkorn,1984,7,0.5007595
no.radio_tv,no.spill.sjakk,1682,270,0.5006932
no.it.os.os2,no.prat.seksualitet,696,3616,0.50036174
no.alt.flame,no.spill.sjakk,19929,270,0.5001627
no.c,no.folklore.generelt,2562,15,0.5001429
no.psykologi,no.svar,1754,207,0.49969202
no.marked.bil,no.uninett.skole,1599,829,0.4996394
no.svar,no.vr,207,144,0.49949032
no.radio-tv,no.uninett.fik,4392,49,0.49911788
no.alt.flame,no.svar,19929,207,0.49896187
no.folklore.overtro,no.prat.politikk,11,3672,0.49891052
no.alt.diskusjoner,no.marked.bil,15893,1599,0.49884868
no.org.efn.diskusjon,no.tex,1341,225,0.49877644
no.marked.diskusjon,no.tex,76,225,0.4987731
no.slekt.etterlysning,no.tungregning,3114,92,0.49874046
no.slekt.etterlysning,no.sykkel,3114,3996,0.49859953
no.sources.list,no.speider,77,1463,0.4984525
no.litteratur,no.mswindow,3989,772,0.49843565
